id,sphere_bubble_id,is_start,speech,npc_id,npc_spawner_id,next_bubble,sound_id,angle,chat_bubble_kind_id,facial,camera_id,change_speaker_name
1235,454,t,/한숨 도대체 몇 번이나 더 해야 하는건지... 내 대사는 언니는 어디갔어요? 가 전부라고요. 근데 기다리느라 시간이 다 가네요.,12351,0,0,,0,1,,,
1236,587,t,/대화 내 뒤로 보이는 높은 돌 기둥을 우리는 북쪽 신하의 기둥이라 부르지.,1279,0,1257,,0,1,,,
1237,591,t,동토래의 연구에 대한 것이 혹시 궁금하다면 버려진 훈련소를 탐험해 보는 것도 나쁘지 않지...,12346,,0,,0,1,,,
1238,589,t,/저기 잘 왔네. 여기까지 오면서 북쪽 신하의 기둥과 왕의 기둥은 잘 봤겠지? 요 앞에 우뚝 솟아있는 것이 바로 남쪽 신하의 기둥일세.,1319,0,0,,87,1,,,
1239,592,t,"이봐 자네!
혹시 동토래의 돌조각 이나 빛바랜 증표를 가지고 있는가?
옆에 있는 제작대로 무언가를 만들 수 있다고 하는데...",12305,0,0,,0,1,,,
1240,588,t,당신도 혹시 왕의 기둥에 관심이 있나요? 이 기둥으로 말할 거 같으면 로카의 장기말들에서 가장 크고 높은 기둥이랍니다.,1220,0,0,,0,1,,,
1241,593,t,/인사 어서오세요! 아키움과 아키움이 깃든 통나무를 얻을 수 있는 아키움 묘목을 판매하고 있어요. ,12399,,1242,,0,1,,,
1242,593,f,/대화 아키움나무 묘목은 원대륙 광천수가 있어야만 성장할 수 있다는 것 꼭 기억해주세요.,12399,0,0,,0,1,,,
1243,594,t,/인사 안녕하세요? 다양한 날틀 설계 도면을 판매하고 있습니다. 구경해보세요.,12400,0,0,,0,1,,,
1244,595,t,/인사 어서오세요!,12401,0,1246,,0,1,,,
1246,595,f,/대화 높은 수준의 물품 제작이 가능한 빛나는 제작대가 필요하신가요? ,12401,0,1247,,0,1,,,
1247,595,f,/대화 다양한 제작대를 전시해 두었으니 필요하신 물건이 있는지 구경해 보세요.,12401,0,0,,0,1,,,
1248,596,t,/대화 집에 설치할 수 있는 나만의 보관함이 있다는 것 혹시 알고계신가요?,12402,0,1249,,0,1,,,
1249,596,f,"/대화 보관함의 종류에 따라 10개, 20개, 최대 50개 까지 아이템을 저장할 수 있어요. ",12402,0,1250,,0,1,,,
1250,596,f,"/대화 수습공의 소형 보관함, 숙련공의 중형 보관함, 장인의 대형 보관함을 판매하고 있으니 구경 해보세요. ",12402,0,0,,0,1,,,
1251,597,t,/답답 흉악한 검은자갈단 녀석들. 그들을 처치하러 간 모든 이들이 무사히 돌아와야 할텐데...,10443,0,0,,0,1,,,
1252,598,t,난 덩쿨도 없던 시절에 이 곳에 집을 지었다네...,9141,0,0,,0,1,,,
1253,24,t,/대화 앗! 혹시 아락크의 손님이십니까? 귀한 분께서 오실 거라며 잘 대접해드리라 하였습니다.,8887,0,1254,,0,1,,,
1254,24,f,/대화 누추한 집이지만 편히 머물다 가십시오.,8887,0,0,,0,1,,,
1255,600,t,"/박수 자, 골라! 골라! 값싸고 품질 좋은 마하데비 옷감이 있습니다! 구경들 하고 가세요!",5225,0,1256,,0,1,,,
1256,600,f,"/쉿 손님, 잠깐 여기 와보세요. ",5225,0,0,,0,1,,,
1257,587,f,혹시 @ITEM_NAME(23616)을 가지고 있나? 견습 바람술사가 수련 중인 바람의 마법진 안에서 사용하면 기둥 위로 올라갈 수가 있네.,1279,0,0,,0,1,,,
1258,601,t,사악한 저주를 풀려면 절하는 의식을 해야 한다.,13062,0,0,,0,1,,,
1259,602,t,/거만 레안데르 형님이 안 계시니 내가 곧 아버님의 후계자이니라. 그러니 너도 그만 내 말을 따르라.,1394,0,1262,,0,1,,,
1260,603,t,/비밀 어허! 더는 거절하지 말고 오늘 밤 내 침소로 오라니깐.,1396,0,1261,,0,1,,,
1261,603,f,"/주저 제발 이러지 마세요, 왕자님. 전 고향에 약혼자가 있다고 말씀드렸잖아요.",13165,0,0,,0,1,,,
1262,602,f,"/거절 왕자님, 저는 이미 결혼을 약속한 사람이 있답니다. 제발 절 그만 괴롭히세요.",13164,0,0,,0,1,,,
1263,604,t,/팔짱 교활한 잉그바드! 누가 뭐래도 이니스테르의 차기 주인은 바로 이 몸이니라!,1394,0,0,,0,1,,,
1264,605,t,/거만 역시 카어 노르드의 차기 왕좌는 내 것이지. 어리석은 울쏘우 형님이 탐낼 만한 것이 아니야!,1396,0,0,,0,1,,,
1265,606,t,/인사 @ITEM_NAME(8163)|1을;를; 납품하려고 하나로로? 말이 착용한 장비는 미리 벗겨로로!,13455,0,0,,0,1,,,
1266,607,t,/인사 그 @ITEM_NAME(8162)|1을;를; 건네러 왔나리리? 착용한 장비는 미리 벗겨리리.,13454,0,0,,0,1,,,
1267,608,t,/인사 @ITEM_NAME(8158)|1이;가; 건강해 보인다루루! 납품하기 전에 착용한 장비를 미리 벗겨루루!,13453,0,0,,0,1,,,
1268,609,t,/대화 춤추는 사냥신을 완성했다면 이제 |nn;붉은 용의 죽음|r이 필요하겠군요. 당신에게 누온의 용기가 함께하길...,13746,0,0,,0,1,,,
1269,610,t,붉은 용의 알을 위협하고 싶나요? 그러기 위해선 반드시 |nn;@ITEM_NAME(29301)|r|1이;가; 필요해요.,13746,0,1270,,0,1,,,
1270,610,f,|nn;@ITEM_NAME(29294)|r|1과;와; |nn;@ITEM_NAME(29295)|r 그리고 |nn;@ITEM_NAME(29297)|r|1을;를; 모두 모으면 @ITEM_NAME(29301)|1을;를; 제작할 수 있죠.,13746,0,0,,0,1,,,
1272,611,t,"이곳에선 하늘 위의 용을 떨어뜨릴 수 있는 석궁을 만들 수 있고, 용의 힘이 담긴 옷과 장신구도 만들 수 있지. 관심이 있다면 내 옆에 있는 제작대를 살펴보게.",13752,0,0,,0,1,,,
1273,612,t,"내 뒤에 있는 제작대로 하늘을 나는 용을 떨어뜨릴 수 있는 석궁을 만들 수 있고, 용의 힘이 담긴 옷과 장신구도 만들 수 있지. 관심이 있다면 살펴보시오. ",13791,0,0,,0,1,,,
1274,613,t,/말 정말... 정말 이렇게 해서 영생을 얻을 수 있을까?,13279,0,1275,,0,1,,,
1275,613,f,"/말 나는 그 강령술사가 만든 시체 구덩이에서 낙원을 봤어... 그 낙원에 다시 가면 분명 영생을 얻을 수 있어. 나를 믿어, @NPC_NAME(13279).",13278,0,1276,,0,1,,,
1276,613,f,"/말 이렇게 해야만 하는 건가... 그렇다면, 사람들이 너에게 줄 고통은 내가 받도록 하지.",13279,0,0,,0,1,,,
