id,quest_component_id,act_detail_id,act_detail_type
9792,7101,248,QuestActObjItemUse
9794,7102,559,QuestActObjItemGather
9795,7103,1404,QuestActConReportNpc
9796,7080,1236,QuestActConAcceptNpc
9797,7105,781,QuestActSupplyItem
9799,7106,419,QuestActObjSphere
9802,7108,238,QuestActConAutoComplete
9803,7081,1237,QuestActConAcceptNpc
9804,7109,783,QuestActSupplyItem
9805,7110,420,QuestActObjSphere
9806,7111,871,QuestActCheckCompleteComponent
9807,7111,250,QuestActObjItemUse
9809,7112,560,QuestActObjItemGather
9810,7113,1405,QuestActConReportNpc
9811,7082,1238,QuestActConAcceptNpc
9812,7115,784,QuestActSupplyItem
9813,7115,785,QuestActSupplyItem
9814,7115,786,QuestActSupplyItem
9815,7116,251,QuestActObjItemUse
9816,7117,252,QuestActObjItemUse
9817,7118,253,QuestActObjItemUse
9818,7119,1406,QuestActConReportNpc
9819,7083,1239,QuestActConAcceptNpc
9820,7121,787,QuestActSupplyItem
9821,7122,254,QuestActObjItemUse
9824,7124,1407,QuestActConReportNpc
9826,7126,372,QuestActObjMonsterHunt
9827,7127,1408,QuestActConReportNpc
9830,7129,679,QuestActObjTalk
9831,7130,373,QuestActObjMonsterHunt
9834,7075,1409,QuestActConReportNpc
9835,7074,680,QuestActObjTalk
9837,7134,1410,QuestActConReportNpc
9839,4387,1411,QuestActConReportNpc
9840,3753,875,QuestActCheckCompleteComponent
9841,3753,681,QuestActObjTalk
9843,6856,1412,QuestActConReportNpc
9852,6563,561,QuestActObjItemGather
9853,4840,147,QuestActConAcceptSphere
9854,4841,238,QuestActObjInteraction
9855,3636,1413,QuestActConReportNpc
9857,6580,374,QuestActObjMonsterHunt
9858,6599,1414,QuestActConReportNpc
9860,6605,790,QuestActSupplyItem
9862,6610,375,QuestActObjMonsterHunt
9863,6611,1415,QuestActConReportNpc
9865,6615,791,QuestActSupplyItem
9866,6616,1416,QuestActConReportNpc
9870,6628,1417,QuestActConReportNpc
9871,6575,1418,QuestActConReportNpc
9873,2388,684,QuestActObjTalk
9874,1520,1250,QuestActConAcceptNpc
9875,7143,792,QuestActSupplyItem
9879,695,1252,QuestActConAcceptNpc
9880,5469,562,QuestActObjItemGather
9881,6863,563,QuestActObjItemGather
9882,5511,1253,QuestActConAcceptNpc
9884,6917,1420,QuestActConReportNpc
9885,3507,1421,QuestActConReportNpc
9886,3507,1422,QuestActConReportNpc
9887,6864,422,QuestActObjSphere
9888,5512,256,QuestActObjItemUse
9889,5513,1423,QuestActConReportNpc
9892,7167,423,QuestActObjSphere
9893,7169,794,QuestActSupplyItem
9895,7172,795,QuestActSupplyItem
9896,6908,376,QuestActObjMonsterHunt
9897,7170,1424,QuestActConReportNpc
9899,7173,685,QuestActObjTalk
9901,7175,686,QuestActObjTalk
9902,7176,1425,QuestActConReportNpc
9904,6907,241,QuestActObjInteraction
9908,6912,796,QuestActSupplyItem
9909,424,564,QuestActObjItemGather
9911,360,424,QuestActObjSphere
9912,362,565,QuestActObjItemGather
9915,385,688,QuestActObjTalk
9918,394,567,QuestActObjItemGather
9921,391,798,QuestActSupplyItem
9924,7180,378,QuestActObjMonsterHunt
9925,7180,879,QuestActCheckCompleteComponent
9926,7181,1427,QuestActConReportNpc
9928,4142,1259,QuestActConAcceptNpc
9929,4143,425,QuestActObjSphere
9931,4144,569,QuestActObjItemGather
9932,4145,1428,QuestActConReportNpc
9933,7148,1260,QuestActConAcceptNpc
9934,7184,570,QuestActObjItemGather
9935,7185,1429,QuestActConReportNpc
9937,7187,689,QuestActObjTalk
9938,7188,690,QuestActObjTalk
9939,7189,691,QuestActObjTalk
9940,7190,1430,QuestActConReportNpc
9941,7150,1262,QuestActConAcceptNpc
9942,7192,426,QuestActObjSphere
9943,7193,1431,QuestActConReportNpc
9944,7151,1263,QuestActConAcceptNpc
9947,7152,1264,QuestActConAcceptNpc
9948,7197,427,QuestActObjSphere
9950,7198,242,QuestActObjInteraction
9952,7153,1265,QuestActConAcceptNpc
9953,7200,571,QuestActObjItemGather
9954,7201,1432,QuestActConReportNpc
9956,7203,380,QuestActObjMonsterHunt
9957,7204,1433,QuestActConReportNpc
9958,7155,1267,QuestActConAcceptNpc
9959,7206,799,QuestActSupplyItem
9960,7207,257,QuestActObjItemUse
9961,7208,1434,QuestActConReportNpc
9962,7156,1268,QuestActConAcceptNpc
9963,7210,572,QuestActObjItemGather
9964,7211,1435,QuestActConReportNpc
9965,7157,1269,QuestActConAcceptNpc
9966,7213,800,QuestActSupplyItem
9967,7214,258,QuestActObjItemUse
9968,7215,1436,QuestActConReportNpc
9969,7216,801,QuestActSupplyItem
9970,7158,1270,QuestActConAcceptNpc
9971,7217,573,QuestActObjItemGather
9972,7218,574,QuestActObjItemGather
9973,7219,1437,QuestActConReportNpc
9974,7159,1271,QuestActConAcceptNpc
9980,7223,883,QuestActCheckCompleteComponent
9982,7224,1438,QuestActConReportNpc
9983,7160,1272,QuestActConAcceptNpc
9984,7226,577,QuestActObjItemGather
9985,7227,1439,QuestActConReportNpc
9988,7230,578,QuestActObjItemGather
9989,7231,1440,QuestActConReportNpc
9990,7162,1274,QuestActConAcceptNpc
9991,7233,579,QuestActObjItemGather
9992,7234,1441,QuestActConReportNpc
9993,7163,1275,QuestActConAcceptNpc
9994,7236,804,QuestActSupplyItem
9995,7237,580,QuestActObjItemGather
9997,7164,1277,QuestActConAcceptNpc
9998,7240,581,QuestActObjItemGather
9999,7241,1442,QuestActConReportNpc
10001,7243,805,QuestActSupplyItem
10002,7244,428,QuestActObjSphere
10003,7245,884,QuestActCheckCompleteComponent
10004,7245,259,QuestActObjItemUse
10006,7246,582,QuestActObjItemGather
10007,7247,1443,QuestActConReportNpc
10008,79,1279,QuestActConAcceptNpc
10009,80,429,QuestActObjSphere
10010,81,583,QuestActObjItemGather
10018,78,1445,QuestActConReportNpc
10021,1405,430,QuestActObjSphere
10024,7251,808,QuestActSupplyItem
10026,7253,695,QuestActObjTalk
10027,7254,431,QuestActObjSphere
10028,7254,887,QuestActCheckCompleteComponent
10029,7253,888,QuestActCheckCompleteComponent
10030,7257,381,QuestActObjMonsterHunt
10031,7255,262,QuestActObjItemUse
10033,7258,1446,QuestActConReportNpc
10036,7261,382,QuestActObjMonsterHunt
10037,7261,889,QuestActCheckCompleteComponent
10038,7262,1447,QuestActConReportNpc
10039,7263,1283,QuestActConAcceptNpc
10040,7264,383,QuestActObjMonsterHunt
10041,7265,1448,QuestActConReportNpc
10043,4200,810,QuestActSupplyItem
10044,4201,263,QuestActObjItemUse
10045,4202,585,QuestActObjItemGather
10046,5648,1449,QuestActConReportNpc
10048,7273,1450,QuestActConReportNpc
10053,7275,34,QuestActConFail
10054,6634,243,QuestActObjInteraction
10055,6635,586,QuestActObjItemGather
10057,6636,1452,QuestActConReportNpc
10058,5685,106,QuestActSupplyRemoveItem
10059,5687,892,QuestActCheckCompleteComponent
10061,7281,587,QuestActObjItemGather
10062,7282,1453,QuestActConReportNpc
10063,7280,811,QuestActSupplyItem
10065,7285,384,QuestActObjMonsterHunt
10066,7286,1454,QuestActConReportNpc
10067,7287,812,QuestActSupplyItem
10069,7289,813,QuestActSupplyItem
10070,7290,264,QuestActObjItemUse
10071,7290,893,QuestActCheckCompleteComponent
10072,7291,432,QuestActObjSphere
10073,7292,1455,QuestActConReportNpc
10074,7293,814,QuestActSupplyItem
10078,5698,588,QuestActObjItemGather
10081,7294,590,QuestActObjItemGather
10082,5483,591,QuestActObjItemGather
10086,7295,698,QuestActObjTalk
10089,7299,244,QuestActObjInteraction
10093,7301,386,QuestActObjMonsterHunt
10095,7303,73,QuestActObjMonsterGroupHunt
10097,7304,1457,QuestActConReportNpc
10098,5548,592,QuestActObjItemGather
10099,1159,1458,QuestActConReportNpc
10100,5699,266,QuestActObjItemUse
10102,1996,434,QuestActObjSphere
10103,5700,1459,QuestActConReportNpc
10104,7306,1460,QuestActConReportNpc
10105,3660,1461,QuestActConReportNpc
10106,3676,1462,QuestActConReportNpc
10107,7308,815,QuestActSupplyItem
10109,7310,1463,QuestActConReportNpc
10110,7309,593,QuestActObjItemGather
10111,7312,1293,QuestActConAcceptNpc
10112,7314,1464,QuestActConReportNpc
10113,7313,816,QuestActSupplyItem
10114,7316,817,QuestActSupplyItem
10115,7317,594,QuestActObjItemGather
10116,7318,1465,QuestActConReportNpc
10118,76,268,QuestActObjItemUse
10119,5275,245,QuestActObjInteraction
10120,7220,818,QuestActSupplyItem
10123,7321,1294,QuestActConAcceptNpc
10125,1217,896,QuestActCheckCompleteComponent
10128,2956,819,QuestActSupplyItem
10129,2956,820,QuestActSupplyItem
10130,3494,108,QuestActSupplyRemoveItem
10131,7322,1295,QuestActConAcceptNpc
10132,7323,821,QuestActSupplyItem
10133,7324,595,QuestActObjItemGather
10134,7328,822,QuestActSupplyItem
10135,7327,388,QuestActObjMonsterHunt
10136,3682,1467,QuestActConReportNpc
10138,7329,823,QuestActSupplyItem
10140,1704,701,QuestActObjTalk
10142,1706,1468,QuestActConReportNpc
10146,6920,1469,QuestActConReportNpc
10148,7334,1470,QuestActConReportNpc
10151,7336,1471,QuestActConReportNpc
10154,7003,1472,QuestActConReportNpc
10156,7340,1473,QuestActConReportNpc
10159,2471,704,QuestActObjTalk
10160,2472,597,QuestActObjItemGather
10161,2472,598,QuestActObjItemGather
10162,2472,599,QuestActObjItemGather
10163,2473,824,QuestActSupplyItem
10167,2530,706,QuestActObjTalk
10168,2548,601,QuestActObjItemGather
10169,2549,389,QuestActObjMonsterHunt
10170,7342,1474,QuestActConReportNpc
10171,2549,246,QuestActObjInteraction
10174,7338,270,QuestActObjItemUse
10177,7347,1301,QuestActConAcceptNpc
10178,5452,708,QuestActObjTalk
10179,5453,437,QuestActObjSphere
10180,7352,825,QuestActSupplyItem
10181,5454,390,QuestActObjMonsterHunt
10182,5454,391,QuestActObjMonsterHunt
10183,5454,392,QuestActObjMonsterHunt
10184,5455,1476,QuestActConReportNpc
10192,7357,827,QuestActSupplyItem
10193,7358,714,QuestActObjTalk
10194,6529,899,QuestActCheckCompleteComponent
10201,7362,252,QuestActConAutoComplete
10204,2664,828,QuestActSupplyItem
10205,2665,602,QuestActObjItemGather
10207,6461,1477,QuestActConReportNpc
10209,6464,439,QuestActObjSphere
10210,6465,1478,QuestActConReportNpc
10212,6468,717,QuestActObjTalk
10214,6469,393,QuestActObjMonsterHunt
10215,6470,1479,QuestActConReportNpc
10218,6472,829,QuestActSupplyItem
10219,6473,1480,QuestActConReportNpc
10223,5134,830,QuestActSupplyItem
10226,7364,831,QuestActSupplyItem
10229,2665,718,QuestActObjTalk
10230,755,605,QuestActObjItemGather
10231,7364,833,QuestActSupplyItem
10232,7363,1309,QuestActConAcceptNpc
10233,2659,606,QuestActObjItemGather
10234,2659,607,QuestActObjItemGather
10235,2658,834,QuestActSupplyItem
10236,2658,835,QuestActSupplyItem
10239,7372,1481,QuestActConReportNpc
10240,2672,836,QuestActSupplyItem
10242,7374,441,QuestActObjSphere
10244,2676,40,QuestActCheckSphere
10245,7375,272,QuestActObjItemUse
10246,7376,1482,QuestActConReportNpc
10247,7369,837,QuestActSupplyItem
10248,7370,1483,QuestActConReportNpc
10249,7381,273,QuestActObjItemUse
10250,7382,1310,QuestActConAcceptNpc
10251,7383,1484,QuestActConReportNpc
10253,6679,838,QuestActSupplyItem
10254,6680,442,QuestActObjSphere
10256,7385,274,QuestActObjItemUse
10257,7386,254,QuestActConAutoComplete
10259,7345,839,QuestActSupplyItem
10260,7346,1485,QuestActConReportNpc
10261,4353,255,QuestActConAutoComplete
10263,7390,1486,QuestActConReportNpc
10264,7392,840,QuestActSupplyItem
10265,7096,256,QuestActConAutoComplete
10267,7393,275,QuestActObjItemUse
10269,7361,443,QuestActObjSphere
10274,6942,723,QuestActObjTalk
10275,7395,906,QuestActCheckCompleteComponent
10276,3490,110,QuestActSupplyRemoveItem
10277,3490,111,QuestActSupplyRemoveItem
10278,7396,841,QuestActSupplyItem
10279,7396,842,QuestActSupplyItem
10280,6671,608,QuestActObjItemGather
10282,6674,1314,QuestActConAcceptNpc
10283,6675,276,QuestActObjItemUse
10285,5361,277,QuestActObjItemUse
10288,2881,725,QuestActObjTalk
10290,7398,446,QuestActObjSphere
10291,7141,844,QuestActSupplyItem
10292,2893,247,QuestActObjInteraction
10293,5147,845,QuestActSupplyItem
10294,7401,257,QuestActConAutoComplete
10296,425,726,QuestActObjTalk
10297,7403,609,QuestActObjItemGather
10298,2901,248,QuestActObjInteraction
10301,7404,1487,QuestActConReportNpc
10302,4676,610,QuestActObjItemGather
10303,7167,908,QuestActCheckCompleteComponent
10304,7406,846,QuestActSupplyItem
10308,456,1488,QuestActConReportNpc
10312,462,1489,QuestActConReportNpc
10314,729,611,QuestActObjItemGather
10315,611,278,QuestActObjItemUse
10316,615,1490,QuestActConReportNpc
10317,614,74,QuestActObjMonsterGroupHunt
10319,7408,395,QuestActObjMonsterHunt
10321,7411,1491,QuestActConReportNpc
10323,7413,35,QuestActConFail
10324,7415,396,QuestActObjMonsterHunt
10325,7414,1317,QuestActConAcceptNpc
10326,7417,848,QuestActSupplyItem
10327,7416,1492,QuestActConReportNpc
10328,7418,1318,QuestActConAcceptNpc
10329,7419,397,QuestActObjMonsterHunt
10331,7420,1493,QuestActConReportNpc
10332,7421,849,QuestActSupplyItem
10333,7422,399,QuestActObjMonsterHunt
10334,7423,1319,QuestActConAcceptNpc
10335,7424,400,QuestActObjMonsterHunt
10336,7425,260,QuestActConAutoComplete
10337,7426,850,QuestActSupplyItem
10338,7426,261,QuestActConAutoComplete
10345,483,27,QuestActConReportDoodad
10346,484,48,QuestActConAcceptComponent
10348,573,448,QuestActObjSphere
10350,7430,1320,QuestActConAcceptNpc
10351,7432,1494,QuestActConReportNpc
10352,1576,1495,QuestActConReportNpc
10353,7431,279,QuestActObjItemUse
10354,7434,851,QuestActSupplyItem
10355,7435,852,QuestActSupplyItem
10356,5212,280,QuestActObjItemUse
10358,5218,281,QuestActObjItemUse
10364,2909,727,QuestActObjTalk
10366,7438,1322,QuestActConAcceptNpc
10368,7441,854,QuestActSupplyItem
10370,7440,729,QuestActObjTalk
10371,5588,451,QuestActObjSphere
10373,3494,112,QuestActSupplyRemoveItem
10374,7442,855,QuestActSupplyItem
10375,4320,113,QuestActSupplyRemoveItem
10376,5602,730,QuestActObjTalk
10378,5600,731,QuestActObjTalk
10379,6757,1497,QuestActConReportNpc
10380,7444,250,QuestActObjInteraction
10381,7444,913,QuestActCheckCompleteComponent
10382,5616,264,QuestActConAutoComplete
10383,5615,453,QuestActObjSphere
10385,5623,251,QuestActObjInteraction
10387,6864,914,QuestActCheckCompleteComponent
10388,6908,915,QuestActCheckCompleteComponent
10391,7297,1498,QuestActConReportNpc
10393,7361,916,QuestActCheckCompleteComponent
10398,2937,857,QuestActSupplyItem
10399,2940,735,QuestActObjTalk
10400,2938,736,QuestActObjTalk
10401,2938,613,QuestActObjItemGather
10402,5966,75,QuestActObjMonsterGroupHunt
10403,5993,1327,QuestActConAcceptNpc
10404,5997,1500,QuestActConReportNpc
10409,7448,917,QuestActCheckCompleteComponent
10410,2941,1503,QuestActConReportNpc
10412,6143,1504,QuestActConReportNpc
10416,6169,1505,QuestActConReportNpc
10417,6164,858,QuestActSupplyItem
10418,7449,1332,QuestActConAcceptNpc
10419,7450,76,QuestActObjMonsterGroupHunt
10420,7451,1506,QuestActConReportNpc
10424,732,1507,QuestActConReportNpc
10425,7453,252,QuestActObjInteraction
10426,7453,919,QuestActCheckCompleteComponent
10427,6232,1508,QuestActConReportNpc
10428,7455,859,QuestActSupplyItem
10429,6303,282,QuestActObjItemUse
10431,6322,265,QuestActConAutoComplete
10433,4465,1509,QuestActConReportNpc
10438,7460,288,QuestActSupplySelectiveItem
10439,7460,289,QuestActSupplySelectiveItem
10440,7325,1511,QuestActConReportNpc
10442,7389,403,QuestActObjMonsterHunt
10446,6770,741,QuestActObjTalk
10448,6332,614,QuestActObjItemGather
10451,801,1335,QuestActConAcceptNpc
10453,7462,7,QuestActObjCondition
10454,7463,1512,QuestActConReportNpc
10455,6777,1336,QuestActConAcceptNpc
10456,6781,267,QuestActConAutoComplete
10464,7465,15,QuestActObjCondition
10465,7465,922,QuestActCheckCompleteComponent
10466,1624,1337,QuestActConAcceptNpc
10467,7069,404,QuestActObjMonsterHunt
10468,7461,1513,QuestActConReportNpc
10472,7467,456,QuestActObjSphere
10473,633,616,QuestActObjItemGather
10475,927,268,QuestActConAutoComplete
10476,770,39,QuestActConAcceptDoodad
10477,771,861,QuestActSupplyItem
10478,772,283,QuestActObjItemUse
10479,773,406,QuestActObjMonsterHunt
10480,774,1514,QuestActConReportNpc
10483,7470,862,QuestActSupplyItem
10486,7474,457,QuestActObjSphere
10488,946,1516,QuestActConReportNpc
10491,7475,863,QuestActSupplyItem
10492,7475,864,QuestActSupplyItem
10493,7476,1517,QuestActConReportNpc
10494,925,458,QuestActObjSphere
10495,807,1339,QuestActConAcceptNpc
10496,7479,1518,QuestActConReportNpc
10497,7478,619,QuestActObjItemGather
10498,7481,865,QuestActSupplyItem
10499,3988,2,QuestActSupplyCopper
10500,7483,269,QuestActConAutoComplete
10501,7483,2,QuestActSupplyExp
10502,7483,3,QuestActSupplyCopper
10505,7485,866,QuestActSupplyItem
10507,7487,1519,QuestActConReportNpc
10508,978,620,QuestActObjItemGather
10510,7490,407,QuestActObjMonsterHunt
10512,7494,270,QuestActConAutoComplete
10513,7494,4,QuestActSupplyCopper
10514,7494,3,QuestActSupplyExp
10515,7491,1520,QuestActConReportNpc
10516,7495,255,QuestActObjInteraction
10524,3790,1522,QuestActConReportNpc
10526,7499,621,QuestActObjItemGather
10527,5661,285,QuestActObjItemUse
10528,7501,256,QuestActObjInteraction
10529,7500,1343,QuestActConAcceptNpc
10530,7502,1523,QuestActConReportNpc
10531,7503,867,QuestActSupplyItem
10532,3345,1524,QuestActConReportNpc
10534,7504,1345,QuestActConAcceptNpc
10535,7506,1525,QuestActConReportNpc
10537,7508,743,QuestActObjTalk
10538,7509,1526,QuestActConReportNpc
10563,7391,889,QuestActSupplyItem
10564,7512,744,QuestActObjTalk
10565,909,257,QuestActObjInteraction
10566,1215,1347,QuestActConAcceptNpc
10569,812,1348,QuestActConAcceptNpc
10572,956,1529,QuestActConReportNpc
10573,1050,410,QuestActObjMonsterHunt
10575,785,1351,QuestActConAcceptNpc
10576,788,622,QuestActObjItemGather
10577,791,1530,QuestActConReportNpc
10578,7519,1531,QuestActConReportNpc
10579,962,1532,QuestActConReportNpc
10582,7517,623,QuestActObjItemGather
10583,6152,1533,QuestActConReportNpc
10585,7521,890,QuestActSupplyItem
10589,7524,1534,QuestActConReportNpc
10590,7523,411,QuestActObjMonsterHunt
10592,69,1353,QuestActConAcceptNpc
10594,73,1535,QuestActConReportNpc
10596,363,1536,QuestActConReportNpc
10597,5691,1537,QuestActConReportNpc
10602,7528,1354,QuestActConAcceptNpc
10603,7296,745,QuestActObjTalk
10604,7531,1355,QuestActConAcceptNpc
10606,7536,1540,QuestActConReportNpc
10608,7535,624,QuestActObjItemGather
10609,7538,746,QuestActObjTalk
10610,7541,275,QuestActConAutoComplete
10614,7543,4,QuestActSupplyExp
10615,7543,5,QuestActSupplyCopper
10616,7543,276,QuestActConAutoComplete
10618,7544,460,QuestActObjSphere
10619,6306,747,QuestActObjTalk
10620,6617,117,QuestActSupplyRemoveItem
10624,7545,1359,QuestActConAcceptNpc
10625,7549,1541,QuestActConReportNpc
10626,7546,414,QuestActObjMonsterHunt
10628,7548,416,QuestActObjMonsterHunt
10629,7551,1360,QuestActConAcceptNpc
10630,7555,1542,QuestActConReportNpc
10632,7553,418,QuestActObjMonsterHunt
10633,7554,419,QuestActObjMonsterHunt
10634,7557,1361,QuestActConAcceptNpc
10635,7558,625,QuestActObjItemGather
10636,7561,1362,QuestActConAcceptNpc
10637,7563,1543,QuestActConReportNpc
10638,7562,626,QuestActObjItemGather
10639,7559,1544,QuestActConReportNpc
10641,7567,1545,QuestActConReportNpc
10642,7566,894,QuestActSupplyItem
10643,7569,43,QuestActConAcceptDoodad
10644,7570,895,QuestActSupplyItem
10645,7571,1546,QuestActConReportNpc
10646,7573,1363,QuestActConAcceptNpc
10647,7574,1547,QuestActConReportNpc
10648,7576,1364,QuestActConAcceptNpc
10649,7577,1548,QuestActConReportNpc
10650,7579,1365,QuestActConAcceptNpc
10652,7581,1549,QuestActConReportNpc
10653,7583,1366,QuestActConAcceptNpc
10654,7584,897,QuestActSupplyItem
10655,7585,1550,QuestActConReportNpc
10657,7587,1367,QuestActConAcceptNpc
10658,7589,1551,QuestActConReportNpc
10659,7588,420,QuestActObjMonsterHunt
10660,7595,278,QuestActConAutoComplete
10661,7593,461,QuestActObjSphere
10662,7592,749,QuestActObjTalk
10664,7445,1552,QuestActConReportNpc
10665,7277,290,QuestActSupplySelectiveItem
10666,7277,291,QuestActSupplySelectiveItem
10667,7277,292,QuestActSupplySelectiveItem
10670,7526,295,QuestActSupplySelectiveItem
10671,7526,296,QuestActSupplySelectiveItem
10672,7526,297,QuestActSupplySelectiveItem
10673,5701,298,QuestActSupplySelectiveItem
10674,5701,299,QuestActSupplySelectiveItem
10675,5701,300,QuestActSupplySelectiveItem
10678,3725,899,QuestActSupplyItem
10679,3333,1553,QuestActConReportNpc
10680,51,1369,QuestActConAcceptNpc
10681,1332,78,QuestActObjMonsterGroupHunt
10683,4105,1554,QuestActConReportNpc
10684,7594,1370,QuestActConAcceptNpc
10686,154,1371,QuestActConAcceptNpc
10687,7601,750,QuestActObjTalk
10688,159,1556,QuestActConReportNpc
10690,7602,1373,QuestActConAcceptNpc
10691,7605,1557,QuestActConReportNpc
10693,7608,462,QuestActObjSphere
10694,7610,1558,QuestActConReportNpc
10696,4176,627,QuestActObjItemGather
10697,7609,1559,QuestActConReportNpc
10698,7612,901,QuestActSupplyItem
10699,164,1375,QuestActConAcceptNpc
10700,166,1560,QuestActConReportNpc
10701,165,628,QuestActObjItemGather
10703,7613,903,QuestActSupplyItem
10704,7613,904,QuestActSupplyItem
10707,7518,421,QuestActObjMonsterHunt
10710,7603,905,QuestActSupplyItem
